Date;BORON;INLET_TEMP;SEA_WATER_COND;RCK_I_L_PR;RCK_DP;HP_PMP_SUC_FLW;RCK_FRNT_PERM_FLW;RCK_REAR_PERM_FLW;RCK_FRNT_PERM_COND;RCK_REAR_PERM_COND;ERD_PMP_SUC_FLW;RCK_2P_I_L_PR;RCK_2P_I_L_PH;RCK_2P_I_L_TEMP;RCK_2P_1STG_FLW;RCK_2P_2STG_FLW;RCK_2P_O_L_COND;RCK_1P_REAR_PERM_PR
2019-05-08 11:59:00;0,477;28,17;63740;63,2;1,307;595,7;30,3;539,3;310;1233;740,9;11,36;10,05;28,5;399;66;45;1,32
2019-05-09 08:58:00;0,659;29,07;61729;63,9;1,283;590,6;30,2;535,9;294;1263;740,5;11,11;10;29,4;398,1;64,4;45;1,32
2019-05-09 12:00:00;0,617;29,04;60861;63,6;1,282;591,5;30,1;537,7;293;1255;740,6;11,08;10,02;29,3;405,3;65,2;47;1,3
2019-05-11 08:43:00;0,646;28,81;63953;63,3;1,324;594,3;30,2;539;296;1220;742,3;11,17;9,96;29,1;404,2;66;43;1,29
2019-05-11 12:00:00;0,695;29,57;64829;63,9;1,338;591,3;29,7;535,3;305;1294;740,7;10,99;9,99;29,9;408,4;63,5;49;1,3
2019-05-13 09:00:00;2,080;28,78;64567;62,4;1,293;579,5;117,4;434,6;342;1637;740,2;9,59;4,44;29,2;305,2;35,4;116;1,4
2019-05-13 11:59:00;0,671;28,66;64622;63,4;1,29;596,5;60,4;511;274;1368;741,3;10,69;10;29;384,3;59,5;49;1,31
2019-05-14 09:00:00;0,690;28,9;64356;63,4;1,304;596,5;30;536;273;1268;740,5;11,16;10;29,2;396,5;64,6;45;1,3
2019-05-15 09:00:00;1,770;28,84;64392;62,5;1,304;595,7;29,9;541,6;1038;2225;741,1;11,01;3,51;29,1;403,1;59;267;1,3
2019-05-16 09:00:00;0,555;29,66;64309;63,2;1,256;589,6;50,1;513,5;283;1397;740,6;10,75;10,21;29,9;385,6;59;62;1,3
2019-05-16 12:00:00;0,511;29,59;64335;63,1;1,264;590,4;50,3;513,6;279;1373;740,7;10,77;10,21;29,9;388,1;59,3;60;1,3
2019-05-18 09:00:00;0,573;29,94;64340;63,8;1,276;592,7;30,3;535,3;289;1345;741,4;11,09;10,15;30,2;406,1;62,9;59;1,31
2019-05-18 12:02:00;0,529;30,22;64382;63,9;1,302;594,6;30,4;539,2;290;1364;740,2;11,08;10,14;30,5;415,4;63,1;57;1,29
2019-05-19 08:57:00;0,581;29,65;64562;64,1;1,352;592,5;29,9;535,6;284;1309;740,7;11,12;10,1;29,9;407;64,2;51;1,32
2019-05-19 12:00:00;1,810;29,95;64542;63,6;1,323;589,6;30,2;538,4;941;2299;742,2;11,13;3,71;30,2;408;56,5;267;1,3
2019-05-20 08:58:00;0,242;29,45;64597;64,2;1,336;591,3;30,4;535,2;287;1317;740,8;11,14;10,53;29,7;400,2;63,9;88;1,31
2019-05-20 12:00:00;0,369;29,73;63802;64,1;1,315;591,5;29,6;537,2;283;1308;740,9;11,14;10,31;30;404,3;63,9;67;1,3
2019-05-21 08:59:00;0,540;30,08;64082;63,5;1,262;586,3;99,4;461,3;291;1576;741,5;9,86;10,32;30,4;349;48;88;1,31
2019-05-21 11:58:00;0,534;29,89;63503;63;1,271;586,5;100,1;462,4;282;1507;740,9;9,8;10,3;30,2;347,5;48,4;85;1,3
2019-05-22 08:59:00;0,365;30,32;64507;64,1;1,317;592,5;30,2;537,6;288;1391;741,8;11,15;10,39;30,6;406;62,3;84;1,31
2019-05-22 12:01:00;0,318;30,32;63636;63,6;1,29;594,5;29,5;540,2;285;1365;741,1;11,24;10,39;30,6;405;63,2;85;1,29
2019-05-23 09:00:00;0,371;30,81;64573;64,2;1,277;584,1;30,4;529,6;293;1433;740,7;10,88;10,39;31,1;403;60,1;87;1,3
2019-05-23 12:00:00;1,810;30,83;63881;63,8;1,301;601,3;30,3;548,2;922;2322;740,4;11,29;4,05;31,1;420,3;56,1;236;1,3
2019-05-25 09:00:00;0,328;30,92;63546;63,9;1,287;600,8;29,8;545,2;2307;1378;739,9;11,29;10,42;31,2;411,6;63,5;87;1,3
2019-05-25 12:00:00;0,398;31,55;64654;64,9;1,294;592,2;29,5;539,8;2313;1470;740,8;11,17;10,38;31,8;407,8;60,3;94;1,29
2019-05-27 09:03:00;0,589;31,56;63513;63;1,327;589,5;30,4;530,2;1539;1629;741,7;11,26;10,14;31,9;408;57,7;77;1,3
2019-05-27 12:17:00;0,809;31,89;64334;63,9;1,32;582,5;121,3;434,5;1018;1886;740,3;9,56;10,19;32,2;337,5;37;118;1,29
2019-05-28 09:00:00;2,250;32,2;64075;63;1,315;596,9;73,6;506,1;1479;2571;740;11,59;8,59;32,5;393,7;40,8;122;1,32
2019-05-28 12:00:00;0,441;32,04;63896;64;1,298;590,5;70,6;493,7;1324;1657;742,3;10,82;10,39;32,3;383,5;50,5;114;1,28
2019-05-29 08:58:00;0,480;32,32;63349;63,7;1,306;594,3;30,3;546,8;1893;1557;742,2;11,58;10,35;32,6;414,6;58,8;102;1,3
2019-05-29 12:00:00;0,630;32,21;63530;63,6;1,314;596,2;31,4;543,1;1852;1552;741,9;11,52;10,14;32,5;416,3;58,1;78;1,29
2019-05-30 09:00:00;0,404;32,59;58364;63,7;1,321;594,1;30;544,7;1888;1567;740,7;11,58;10,4;32,9;412,3;58,2;112;1,29
2019-05-30 12:00:00;0,354;32,32;57773;63,6;1,327;596,3;30,5;543,9;1900;1544;741,5;11,5;10,45;32,6;412,7;59,1;115;1,29
2019-06-01 09:00:00;0,388;32,67;56945;63,9;1,305;602,8;29,9;547,2;2031;1482;738,7;11,51;10,42;33;420;59,9;106;1,31
2019-06-01 12:00:00;0,405;33;62669;63,9;1,316;601,9;30,3;548;2034;1527;740,8;11,48;10,39;33,3;418,4;58,8;104;1,29
2019-06-02 09:00:00;0,410;32,73;62990;63,7;1,338;595,5;29,1;542,4;2054;1503;741,5;11,41;10,4;33;416,9;59,1;112;1,3
2019-06-02 12:00:00;0,405;32,7;62948;63,2;1,301;588,2;29,6;532,7;1997;1512;741;11,27;10,4;33;409,7;57,5;110;1,3
2019-06-03 09:00:00;0,487;32,72;62891;61,9;1,282;566,6;29,9;515,2;2009;1547;741,1;10,85;10,41;33;392,1;52,6;114;1,3
2019-06-03 12:00:00;0,417;32,72;62578;62;1,332;566,2;29,5;513,2;1991;1541;740,8;10,84;10,38;33;392,6;53,6;110;1,3
2019-06-04 09:00:00;0,464;33,42;62830;62,3;1,3;564,5;30;509,3;2020;1635;740,4;10,53;10,42;33,7;394,5;50,5;127;1,29
2019-06-04 12:10:00;0,439;32,98;62704;62,2;1,282;564;29,5;509,7;1994;1570;742,4;10,51;10,4;33,3;393,7;51,8;118;1,3
2019-06-05 09:00:00;0,445;33,2;62687;62,7;1,294;576,6;0;551,2;3134;1661;740,9;11,75;10,39;33,5;423,8;58,1;127;1,28
2019-06-05 12:00:00;0,410;33,07;62261;62,6;1,335;579,3;0;553,9;3137;1638;740,8;11,77;10,39;33,4;423;59,3;119;1,29
2019-06-08 09:00:00;0,928;34,58;58613;63,1;1,27;568,6;0;540;3098;1951;741,1;11,73;9,9;34,9;423,1;49,9;104;1,31
2019-06-08 12:00:00;0,468;34,39;56878;62,7;1,276;572,6;0;548,8;3082;1852;741,2;11,79;10,41;34,7;423,3;53,9;147;1,3
2019-06-09 09:00:00;0,512;34,22;55277;62,4;1,279;573,9;0;552;3087;1797;741;11,75;10,39;34,5;422,8;55,3;145;1,31
2019-06-09 12:24:00;0,526;34,83;53940;62,6;1,287;573,3;0;549,7;3069;1852;740,7;11,57;10,37;35,1;424,9;52,8;155;1,32
2019-06-11 09:00:00;1,060;34,71;60291;62,6;1,209;587,3;9,7;553,3;351;1757;741,9;11,51;9,32;35;441,1;51,9;83;1,31
2019-06-11 12:06:00;0,592;35,48;60606;63,7;1,202;579,2;0;553;365;1838;741,3;11,54;10,39;35,8;434,1;51,4;152;1,28
2019-06-12 09:00:00;0,497;34,68;59704;62,4;1,235;589,8;0;565,3;328;1619;741,1;11,55;10,32;35;435,9;57,9;115;1,31
2019-06-12 12:00:00;0,566;35,67;64017;63,6;1,198;581,2;0;555,3;349;1787;740,9;11,35;10,27;36;432,7;52;124;1,32
2019-06-15 09:00:00;0,465;33,08;62865;62,9;1,254;579,5;0;559,4;326;1530;741,2;11,44;10,3;33,4;425,9;55;91;1,3
2019-06-15 12:00:00;0,452;33,24;62967;63,1;1,205;579;0;560,8;335;1562;741;11,45;10,33;33,6;426,7;54,3;98;1,28
2019-06-19 09:00:00;0,306;32;63106;63,5;1,208;583,4;0;557,2;325;1561;740,6;11,69;10,28;32,2;429,5;60,9;107;1,29
2019-06-19 12:00:00;0,265;31,94;62847;63,3;1,2;586,2;0;559,6;321;1545;740,8;11,77;10,33;32,3;425,5;61,9;118;1,29
2019-06-20 09:00:00;0,256;30,82;64229;64,6;1,285;596,4;0;571,1;294;1409;741,3;12,03;10,35;31,1;433,8;67,1;104;1,32
2019-06-20 13:04:00;0,259;30,88;64066;64,6;1,264;597,2;0;573;293;1417;740,4;12,06;10,33;31,2;434,7;67,2;101;1,31
2019-06-22 09:00:00;0,598;31,25;63761;64,4;1,264;597,9;0;571;298;1419;740,2;11,94;9,98;31,5;438,6;65,7;66;1,28
2019-06-22 12:25:00;0,571;31,25;63623;64,4;1,271;600;0;574,4;291;1395;741,1;11,97;9,96;31,5;441,1;66,9;63;1,3
2019-06-23 09:00:00;0,241;32,12;63092;63,5;1,255;601,2;0;577,6;291;1415;740,6;11,88;10,35;32,4;437,7;67,1;110;1,31
2019-06-23 12:00:00;0,255;32,09;63281;64;1,292;597,3;0;570,8;297;1431;741,7;11,83;10,32;32,4;438,2;65,5;121;1,27
2019-06-24 09:00:00;0,270;32,61;63677;63,1;1,244;599,9;0;574,9;294;1443;741,4;11,76;10,33;32,8;439,5;66;121;1,31
2019-06-24 12:07:00;0,370;33,11;64094;63,4;1,252;594,5;0;570,8;313;1528;742,1;11,76;10,32;33,4;436,2;62,6;125;1,3
2019-06-25 09:00:00;0,285;32,79;63708;63,2;1,227;596,4;0;571,5;301;1474;739,9;11,78;10,33;33,1;438;64,6;113;1,31
2019-06-25 12:06:00;0,329;33,27;64066;63,5;1,228;591,7;0;568,1;309;1516;741,7;11,73;10,31;33,6;432,8;61,8;126;1,31
2019-06-26 09:00:00;0,339;33,13;63569;63,3;1,244;595,1;0;570,3;299;1482;741,1;11,84;10,24;33,4;439,4;64,1;119;1,33
2019-06-26 12:00:00;1,970;33,15;64458;63,2;1,239;594,3;0;568,3;308;2198;740;12,44;6,18;33,5;451,8;47,7;109;1,3
2019-06-27 09:00:00;0,372;33,71;61201;63;1,241;597,1;0;572,9;312;1542;740,7;11,73;10,24;34;440,3;62,4;115;1,28
2019-06-27 12:00:00;0,435;34,31;62124;64,1;1,243;588,1;0;566,6;320;1654;740,5;11,57;10,25;34,6;438,9;59;133;1,31
2019-06-29 09:00:00;1,730;34,71;54210;63,4;1,277;595,1;0;571,2;319;1611;740,5;11,36;8,15;35;449,9;57,1;57;1,3
2019-06-29 12:00:00;1,790;34,71;54072;64,1;1,233;586,7;0;564,7;328;1665;741,4;11,31;8,26;35,1;453,3;55,4;56;1,3
2019-07-01 09:00:00;0,578;35,47;62762;63,2;1,245;590,7;0;564,3;458;1745;741,7;11,57;10,14;35,7;433,7;54,8;129;1,3
2019-07-01 12:21:00;0,535;34,98;61842;63,2;1,218;592,1;0;572,6;2679;1900;741,7;12,07;10,13;35,3;434,9;54,6;143;1,28
2019-07-02 09:05:00;0,503;34,95;66887;63,7;1,267;594,1;0;571,1;2680;1877;741,4;12,19;10,21;35,3;437,9;56,3;152;1,29
2019-07-02 12:21:00;0,410;34,58;66544;63,5;1,226;596,9;0;561,9;2677;1822;740,9;12,24;10,22;34,9;439,5;58,1;145;1,27
2019-07-03 09:00:00;0,457;34,37;62438;63,7;1,262;593,5;0;574,7;2350;1805;741,3;12,16;10,24;34,7;438,9;58,2;145;1,31
2019-07-03 12:00:00;0,386;34,32;61670;63,7;1,27;593,3;0;570;2371;1806;741,2;12,08;10,23;34,6;440,4;58,5;147;1,3
2019-07-04 09:00:00;0,490;34,73;63546;63,7;1,242;595,1;0;582,2;2427;1805;740,4;12,05;10,25;35;437,2;58,5;157;1,3
2019-07-04 12:05:00;0,424;34,67;63046;63,5;1,261;595,2;0;570,4;2472;1782;741,8;12,04;10,25;35;438,9;58,1;153;1,29
2019-07-06 09:00:00;0,359;32,73;65036;64,1;1,298;590,5;0;557,7;2930;1636;740,8;12,16;10,31;33;431,3;62,6;133;1,31
2019-07-06 12:05:00;0,336;32,97;64752;63,9;1,301;593,6;0;567,5;2874;1636;740,5;12,19;10,29;33,2;433;62,4;135;1,31
2019-07-07 09:00:00;0,332;32,82;65432;64,9;1,314;585,6;0;559,1;2967;1696;739,9;12,06;10,31;33,1;427,8;60,6;140;1,29
2019-07-07 12:00:00;0,312;32,7;64686;64;1,321;592,6;0;564,5;2921;1629;742,1;12,18;10,3;33;430,7;62,7;132;1,29
2019-07-08 09:00:00;0,795;33,47;66253;64,9;1,328;585,1;0;553,2;3058;1750;740,1;12,01;9,89;33,7;433,2;57,7;89;1,32
2019-07-08 12:00:00;0,620;33,13;64262;63,9;1,333;593,5;0;572,3;3013;1616;742;12,13;9,92;33,4;435,8;61,3;80;1,29
2019-07-09 09:00:00;0,342;33,1;64161;63,5;1,382;592,9;0;564,5;3194;1602;740;11,96;10,3;33,4;434,3;62,9;133;1,31
2019-07-09 12:00:00;0,327;33,02;64383;63,9;1,352;592,6;0;559,1;3174;1618;740,4;11,98;10,33;33,3;435,7;62,7;141;1,28
2019-07-10 09:00:00;0,314;33,03;64323;63,5;1,364;593,1;0;575,3;3307;1606;741,3;12,09;10,33;33,3;433,7;62,9;139;1,33
2019-07-10 12:00:00;0,268;32,09;64355;64,1;1,373;590,9;0;568,9;3365;1546;741,1;12,06;10,35;32,4;431;64,2;132;1,31
2019-07-11 09:00:00;0,336;33,04;64233;63,3;1,347;597,7;0;580,9;3125;1663;740,9;12,03;10,31;33,3;436,9;62,5;138;1,3
2019-07-11 12:00:00;0,320;32,63;64870;64,1;1,339;591,2;0;568,1;3173;1663;740,4;11,97;10,31;32,9;431;61,7;136;1,3
2019-07-13 09:00:00;0,601;33;63897;62,8;1,275;584,4;0;559,8;356;1541;741,1;11,48;10;33,3;428,9;60;78;1,3
2019-07-13 12:00:00;0,516;32,73;64040;62,9;1,343;581,9;0;558,8;353;1505;740,9;11,49;10,01;33;429;60,8;75;1,3
2019-07-14 09:00:00;0,592;32,81;63940;63,2;1,319;590,4;0;564,9;349;1487;741,3;11,66;10,01;33,1;436,4;62,1;75;1,32
2019-07-14 12:00:00;0,548;32,87;63788;63,1;1,334;591,2;0;564,4;347;1477;740,8;11,68;9,99;33,2;436,9;62;73;1,31
2019-07-15 09:00:00;0,565;32,57;61533;63,7;1,368;587,4;0;560,3;353;1478;740,3;11,63;9,98;32,8;428,5;61,8;70;1,28
2019-07-15 12:00:00;0,303;32,32;59891;64;1,352;595,6;0;568,6;345;1444;742,5;11,91;10,31;32,6;435;64,3;109;1,3
2019-07-16 09:00:00;0,708;31,97;63237;64,5;1,376;590,4;0;564,1;347;1436;741,1;11,78;10;32,2;431,7;63,5;69;1,29
2019-07-17 09:00:00;0,351;31,63;56162;64,4;1,395;594;0;565,9;334;1386;741;11,88;10,21;31,9;430,3;65,6;88;1,3
2019-07-17 12:05:00;0,326;31,79;61686;64,1;1,385;593,3;0;565,6;330;1378;741,8;11,81;10,2;32;436,8;65,9;86;1,3
2019-07-18 09:00:00;0,289;31,5;65745;63,6;1,346;592,2;0;565,5;363;1509;741,7;12,09;10,34;31,8;428,4;63,9;107;1,32
2019-07-18 12:00:00;0,299;31,77;64265;63,4;1,332;594,9;0;568,1;346;1453;740,3;12,05;10,3;32;433,1;65,1;101;1,29
2019-07-20 09:00:00;0,369;33,33;64233;63,8;1,313;589,1;0;563,1;361;1558;740,7;11,73;10,49;33,6;429,6;61,3;156;1,3
2019-07-20 12:00:00;0,340;33,05;62754;63,2;1,356;597,9;0;570,8;346;1476;741,1;11,93;10,24;33,4;437;64,4;110;1,34
2019-07-21 12:00:00;0,772;34,06;61089;63,4;1,323;593,4;0;567;366;1591;740,4;11,8;9,85;34,4;442,2;59,8;70;1,28
2019-07-22 09:00:00;0,457;35,12;57891;64,1;1,314;588,3;0;563,3;389;1726;741,1;11,78;10,24;35,4;434,3;56;134;1,31
2019-07-22 12:00:00;0,399;34,51;63677;63,2;1,316;592,7;0;567,8;366;1612;741,1;11,8;10,26;34,9;437,1;59,8;129;1,29
2019-07-23 09:00:00;0,496;35,18;63746;64;1,314;588,5;0;561;382;1731;741,8;11,65;10,22;35,6;432,8;56;133;1,33
2019-07-23 12:00:00;0,397;34,81;62660;63,6;1,328;592,2;0;565,9;368;1606;739,5;11,67;10,27;35,1;433,7;59;133;1,31
2019-07-24 09:00:00;0,457;35,17;64311;63,8;1,319;591,1;0;565,9;369;1665;740,9;11,72;10,26;35,5;434,4;58;139;1,31
2019-07-25 09:00:00;0,446;35,14;61901;63,1;1,312;595,1;0;570,6;358;1603;740,6;11,8;10,25;35,4;440,4;59,8;132;1,31
2019-07-25 12:00:00;0,513;35,89;63407;63,8;1,297;588,5;0;563,7;379;1735;739,7;11,74;10,22;36,2;435,6;55,7;143;1,28
2019-07-27 09:00:00;0,649;36,97;62875;64,2;1,289;587,2;0;561,4;403;1833;741,3;11,52;10,19;37,3;440,6;51,9;152;1,29
2019-07-27 12:00:00;0,548;36,37;67230;64,3;1,325;585,6;0;560,1;382;1786;740,7;11,52;10,18;36,7;436,8;53,9;137;1,3
2019-07-28 09:00:00;0,398;34,19;63832;63,6;1,382;599,4;0;574,1;338;1479;740,6;11,76;10,27;34,5;439,3;63,5;117;1,28
2019-07-28 12:00:00;0,401;34,15;64181;64;1,339;597,5;0;573,1;339;1497;741,8;11,79;10,26;34,5;437,6;62,8;120;1,32
2019-07-29 12:00:00;1,030;34,66;62040;63,7;1,35;598,6;0;574,4;346;1530;741,1;11,83;9,73;35;445,1;60,7;66;1,29
2019-08-01 09:00:00;0,472;35,34;69944;63,5;1,369;598;0;571,6;370;1701;739,6;11,98;10,22;35,7;439,8;57,9;137;1,32
2019-08-01 12:00:00;0,621;35,31;69634;63,5;1,344;596,3;0;571,8;371;1688;740,6;11,84;10,01;35,6;443,9;57,6;101;1,27
2019-08-03 09:00:00;0,398;35,41;62972;63,2;1,333;591,4;0;565,2;362;1635;741,4;11,34;10,25;35,7;428,3;59;129;1,3
2019-08-03 12:00:00;0,455;35,44;62641;63;1,348;592,2;0;566,8;364;1654;740,1;11,28;10,26;35,8;429,7;58,9;128;1,31
2019-08-04 09:00:00;0,691;35,58;63098;63,5;1,305;596,4;0;572,3;365;1660;741,8;11,47;10,01;35,9;435,5;58,5;97;1,32
2019-08-04 12:00:00;0,707;35,34;62181;63;1,356;600,2;0;575,6;351;1597;740,4;11,44;10;35,7;436,7;60,5;87;1,29
2019-08-05 12:00:00;0,360;34,93;61930;62,2;1,389;607,7;0;581,6;359;1640;740,6;11,41;10,27;35,3;424,7;61,6;111;1,3
2019-08-07 09:00:00;0,731;33,87;63947;63,3;1,345;585,4;0;559,5;383;1708;741;11,58;10;34,2;429,5;57,6;87;1,3
2019-08-07 12:08:00;0,645;34,05;62784;63,1;1,365;597,7;0;570,6;367;1640;740,2;11,77;9,99;34,4;436,1;60,1;80;1,3
2019-08-08 09:00:00;0,274;33,51;62860;63,4;1,344;594,3;0;570,4;348;1527;740,2;11,72;10,38;33,8;433,1;63,7;134;1,3
2019-08-08 12:00:00;0,275;33,47;62455;63,2;1,335;594,9;0;571,5;348;1512;740,9;11,72;10,35;33,8;432,4;63,6;118;1,29
2019-08-10 09:00:00;0,395;33,56;61824;63,1;1,352;595,1;0;571,7;454;1518;742,2;11,62;10,29;33,9;435,2;62,6;113;1,29
2019-08-10 12:00:00;0,586;33,17;61603;62,8;1,338;597,3;0;573;333;1441;742,6;11,66;10,02;33,5;439,8;64,8;70;1,31
2019-08-11 09:00:00;0,327;33,02;61631;63,4;1,347;594,4;0;569,8;337;1445;740,4;11,67;10,36;33,3;431,2;64,9;112;1,29
2019-08-11 12:00:00;0,276;33,05;61645;63,1;1,367;594,9;0;570,7;332;1430;742,2;11,59;10,34;33,3;431,8;65,3;115;1,28
2019-08-12 09:00:00;0,274;32,18;61940;63,7;1,364;589,3;0;564,2;329;1389;741,1;11,64;10,37;32,5;426,1;65,9;108;1,3
2019-08-12 12:00:00;0,268;32,44;61698;64,1;1,41;593,6;0;567,7;326;1396;739,5;11,72;10,35;32,8;432,1;66,6;105;1,3
2019-08-14 09:00:00;0,508;33,74;60906;64,4;1,345;595,8;0;571,6;356;1555;740,3;13,19;10,28;34;473,9;47,6;157;1,3
2019-08-14 12:00:00;0,468;33,69;60585;64,3;1,34;594,8;0;569;358;1553;742,4;13,11;10,3;34;480,7;47,8;150;1,3
2019-08-15 09:00:00;0,482;34,65;64604;64,3;1,355;597,9;60,1;514,7;347;1727;740,8;11,2;10,33;35;407,6;45,7;164;1,3
2019-08-15 12:00:00;0,359;34,41;64635;63,9;1,352;602,2;19,9;558,1;348;1599;740,9;11,45;10,33;34,7;429,5;59,2;131;1,3
2019-08-17 09:10:00;0,399;34,88;62963;63,9;1,352;600,3;0;575,7;342;1545;740,4;11,76;10,27;35,1;441,2;62,3;127;1,31
2019-08-17 12:40:00;0,375;34,63;62955;63,8;1,328;600,8;0;578,3;341;1532;741,2;11,77;10,28;34,9;441,5;62,4;126;1,3
2019-08-18 09:00:00;0,631;34,21;63295;63,9;1,351;594,1;0;567;339;1532;741,3;11,71;10,05;34,5;435,8;61,1;91;1,3
2019-08-18 12:00:00;0,734;34,11;62959;63,6;1,324;598,8;0;573,1;332;1500;740,4;11,7;9,99;34,4;442;62,1;80;1,29
2019-08-19 09:00:00;0,378;34;63539;64,3;1,345;593,9;0;570,3;340;1522;741,2;11,73;10,33;34,3;436,1;62,2;123;1,3
2019-08-19 12:00:00;0,342;34,19;63067;63,9;1,329;596,3;0;572,4;341;1522;740,6;11,81;10,33;34,5;439,2;62,2;124;1,28
2019-08-20 09:00:00;0,464;34,69;63285;64,2;1,326;594;0;568,4;374;1593;739,9;11,59;10,25;35;439,2;59,6;117;1,28
2019-08-20 12:00:00;0,432;34,72;62686;63,4;1,329;598,5;0;575,3;337;1528;740,1;11,58;10,25;35;439,9;62,2;116;1,3
2019-08-21 09:00:00;0,501;35,31;63221;63,5;1,331;589,5;0;564,3;354;1615;740,7;11,53;10,23;35,6;438,5;58,3;122;1,31
2019-08-21 12:03:00;0,461;35,2;62702;63,1;1,326;592,5;0;568,8;344;1557;742;11,51;10,23;35,5;440,6;60,2;120;1,28
2019-08-22 09:00:00;0,446;35,94;63742;64;1,322;590,9;0;574,6;431;1703;739,6;11,63;10,26;36,2;440;56,7;131;1,31
2019-08-24 09:00:00;0,528;35,63;63501;64,1;1,317;590,6;0;562,6;3275;1819;741,6;11,93;10,23;35,9;441,5;55,9;154;1,29
2019-08-24 12:30:00;0,416;35,27;62538;63,3;1,31;597,5;0;581,8;3285;1730;741,4;12,08;10,28;35,6;442,8;59,1;142;1,28
2019-08-25 09:00:00;0,552;35,32;63086;63;1,318;588,5;0;553,8;3290;1787;740,2;11,9;10,27;35,6;436,6;56,6;140;1,31
2019-08-25 12:00:00;0,458;35,3;62748;62,9;1,32;589,5;0;564,4;3278;1745;741,9;11,91;10,25;35,6;437,3;57,6;144;1,28
2019-08-27 09:00:00;0,498;35,5;62965;63,1;1,304;597,2;0;566,1;3115;1778;740,2;12,02;10,24;35,8;444,2;58,4;144;1,3
2019-08-27 12:08:00;0,487;35,48;62934;63,1;1,314;598,4;0;571,3;3108;1761;740,9;12,04;10,24;35,8;443;58,7;141;1,29
2019-08-28 09:00:00;0,519;35,51;64432;63,4;1,297;599,5;0;577,4;3111;1790;741;12,13;10,21;35,8;443,3;58,5;134;1,32
2019-08-28 12:02:00;0,501;35,4;63874;63,3;1,328;600,4;0;579,9;3110;1752;741;12,2;10,24;35,7;444,4;59;132;1,29
2019-08-29 09:30:00;0,515;35,52;62573;63,4;1,282;595,2;0;563,7;3094;1756;742;12,17;10,26;35,8;444,2;59,3;135;1,3
2019-08-29 12:05:00;0,513;35,56;62084;63,4;1,323;598,7;0;572,7;3085;1745;741,2;12,19;10,24;35,9;444,4;59;133;1,31
2019-08-31 09:00:00;0,555;36,03;65666;63,6;1,314;597,6;0;575,2;3072;1778;740,8;12,1;10,22;36,4;443,4;57,9;142;1,3
2019-08-31 12:00:00;0,549;36,18;63688;63,5;1,269;600,1;0;578,7;3073;1795;741,8;12,14;10,23;36,5;445;57,4;143;1,3
2019-09-01 09:00:00;0,424;36,17;61721;63,4;1,344;600,5;0;572,9;3070;1758;739,9;12,07;10,25;36,3;446,6;58,5;140;1,31
2019-09-01 12:00:00;0,486;36,69;62666;63,8;1,334;597,3;0;581,1;3063;1848;740,6;12,14;10,21;37;442,1;55,7;149;1,32
2019-09-03 09:00:00;0,647;35,96;63775;62,7;1,271;593;0;569,2;3123;1788;740;12,09;10,14;36,3;440,5;56,7;132;1,3
2019-09-03 12:05:00;0,504;36,09;63442;62,7;1,298;592,9;0;565,7;3113;1783;741,6;12,1;10,28;36,4;439;56,9;165;1,32
2019-09-04 09:00:00;0,566;36,2;63139;63,3;1,281;588,6;0;566,4;3122;1843;739,8;11,83;10,25;36,5;437,6;54,6;153;1,3
2019-09-04 12:10:00;0,493;36,07;61962;62,7;1,252;592,6;0;570,8;3117;1756;740,8;11,93;10,25;36,4;439,6;57;148;1,29
2019-09-05 09:00:00;0,500;35,75;61253;62,7;1,282;579,7;0;558,8;3136;1774;740,8;11,88;10,29;36,1;430,4;55,4;153;1,31
2019-09-05 12:00:00;0,451;35,41;61789;62,2;1,285;584,1;0;560,3;3136;1694;741,2;11,96;10,28;35,7;430,9;58,1;150;1,31
2019-09-08 09:00:00;0,429;34,54;62570;62,8;1,296;589,1;0;564,7;3185;1632;741,7;12,14;10,32;34,9;431,7;60,9;143;1,29
2019-09-08 12:00:00;0,372;34,13;61982;62,8;1,292;590,1;0;570,9;3196;1595;741,7;12,15;10,34;34,5;433,9;61,9;139;1,29
2019-09-09 09:00:00;0,357;33,74;62032;63;1,303;587,4;0;559,6;3222;1570;740,5;12,12;10,34;34;430,8;62,5;135;1,31
2019-09-10 09:00:00;0,403;33,12;60525;63,3;1,31;584,5;0;561;3249;1541;741,8;12,12;10,45;33,4;426;63,5;145;1,29
2019-09-11 09:15:00;0,441;32,81;62793;63;1,339;586,7;0;561,7;3245;1469;741,1;12,17;10,43;33,1;427,1;64,9;139;1,31
2019-09-11 12:08:00;0,930;32,59;63002;63,2;1,352;585,6;0;558,9;3267;1519;741,3;12,17;10,15;32,9;429,9;62,4;84;1,29
2019-09-12 09:00:00;0,502;32,62;62453;63,2;1,348;585,3;0;560,8;3272;1474;740,1;12,09;10,33;32,9;427;64,3;112;1,3
2019-09-12 12:00:00;0,398;32,81;61962;63;1,356;586,6;0;569;3256;1462;740,4;12,12;10,45;33,1;426,1;65,3;149;1,28
2019-09-14 09:00:00;0,388;33,03;58087;63,4;1,396;592,7;0;576,6;3247;1507;739,4;12,22;10,46;33,3;432,9;65,5;141;1,26
2019-09-14 12:30:00;0,420;33,06;62563;63,4;1,36;594,8;0;571,3;3253;1485;740,4;12,28;10,43;33,4;435,5;66;145;1,3
2019-09-15 09:00:00;0,378;32,91;61850;63,4;1,372;595,9;0;574,3;3247;1468;740,8;12,27;10,48;33,2;433,2;67;152;1,3
