Date;BORON;INLET_TEMP;SEA_WATER_COND;RCK_I_L_PR;RCK_DP;HP_PMP_SUC_FLW;RCK_FRNT_PERM_FLW;RCK_REAR_PERM_FLW;RCK_FRNT_PERM_COND;RCK_REAR_PERM_COND;ERD_PMP_SUC_FLW;RCK_2P_I_L_PR;RCK_2P_I_L_PH;RCK_2P_I_L_TEMP;RCK_2P_1STG_FLW;RCK_2P_2STG_FLW;RCK_2P_O_L_COND;RCK_1P_REAR_PERM_PR
2020-12-01 09:24:00;0,591;0;0;0;0;0;0;0;0;902;0;13,30;9,79;0;0;81,2;0;0
2020-12-01 11:59:00;0,592;0;0;0;0;0;0;0;0;945;0;13,00;9,77;0;0;79,7;0;0
2020-12-03 09:18:00;1,842;0;0;0;0;0;0;0;0;2244;0;10,58;3,34;0;0;48,7;0;0
2020-12-03 12:05:00;0,792;0;0;0;0;0;0;0;0;1149;0;10,67;10,02;0;0;55,8;0;0
2020-12-05 09:29:00;1,562;0;0;0;0;0;0;0;0;1085;0;10,59;9,29;0;0;57,4;0;0
2020-12-06 09:14:00;1,144;0;0;0;0;0;0;0;0;1101;0;10,91;9,70;0;0;58,5;0;0
2020-12-06 12:03:00;0,625;0;0;0;0;0;0;0;0;1126;0;10,83;10,09;0;0;57,5;0;0
2020-12-07 09:31:00;0,605;0;0;0;0;0;0;0;0;1024;0;11,06;10,13;0;0;60,4;0;0
2020-12-07 12:06:00;0,557;0;0;0;0;0;0;0;0;1021;0;11,03;10,16;0;0;60,3;0;0
2020-12-08 09:18:00;0,544;0;0;0;0;0;0;0;0;993;0;10,90;10,19;0;0;60,9;0;0
2020-12-09 09:50:00;0,449;0;0;0;0;0;0;0;0;943;0;11,03;10,23;0;0;60,9;0;0
2020-12-09 12:02:00;0,383;0;0;0;0;0;0;0;0;901;0;11,04;10,28;0;0;61,7;0;0
2020-12-10 09:18:00;0,439;0;0;0;0;0;0;0;0;945;0;10,84;10,24;0;0;59,6;0;0
2020-12-10 11:42:00;0,423;0;0;0;0;0;0;0;0;923;0;10,99;10,24;0;0;61,0;0;0
2020-12-12 09:36:00;0,635;0;0;0;0;0;0;0;0;971;0;10,50;10,07;0;0;56,2;0;0
2020-12-12 11:50:00;0,598;0;0;0;0;0;0;0;0;969;0;10,47;10,07;0;0;56,8;0;0
2020-12-16 12:29:00;0,646;0;0;0;0;0;0;0;0;1056;0;10,43;10,09;0;0;54,5;0;0
2020-12-17 09:10:00;0,56;0;0;0;0;0;0;0;0;975;0;10,08;10,13;0;0;56,1;0;0
2020-12-19 09:46:00;0,92;0;0;0;0;0;0;0;0;998;0;10,11;9,96;0;0;55,6;0;0
2020-12-19 11:50:00;0,826;0;0;0;0;0;0;0;0;974;0;10,16;10,02;0;0;56,6;0;0
2020-12-20 09:20:00;0,836;0;0;0;0;0;0;0;0;965;0;10,02;10,04;0;0;56,3;0;0
2020-12-20 11:50:00;1,939;0;0;0;0;0;0;0;0;1948;0;9,96;8,58;0;0;53,1;0;0
2020-12-21 09:25:00;0,793;0;0;0;0;0;0;0;0;941;0;10,08;10,05;0;0;56,5;0;0
2020-12-21 11:55:00;0,769;0;0;0;0;0;0;0;0;940;0;10,00;10,07;0;0;55,7;0;0
2020-12-22 09:10:00;0,627;0;0;0;0;0;0;0;0;928;0;10,33;10,07;0;0;56,5;0;0
2020-12-22 11:52:00;0,621;0;0;0;0;0;0;0;0;913;0;10,45;9,87;0;0;57,2;0;0
2020-12-23 09:25:00;0,611;0;0;0;0;0;0;0;0;914;0;10,66;9,79;0;0;58,7;0;0
2020-12-23 12:04:00;0,388;0;0;0;0;0;0;0;0;881;0;10,72;10,01;0;0;59,4;0;0
2020-12-24 09:18:00;0,41;0;0;0;0;0;0;0;0;912;0;10,90;10,04;0;0;60,3;0;0
2020-12-26 09:36:00;0,46;0;0;0;0;0;0;0;0;832;0;11,17;10,01;0;0;62,9;0;0
2020-12-26 12:27:00;0,345;0;0;0;0;0;0;0;0;819;0;11,15;10,08;0;0;63,2;0;0
2020-12-27 09:35:00;0,155;0;0;0;0;0;0;0;0;826;0;10,87;10,25;0;0;59,4;0;0
2020-12-28 09:42:00;0,556;0;0;0;0;0;0;0;0;863;0;10,61;9,96;0;0;56,1;0;0
2020-12-28 11:52:00;0,58;0;0;0;0;0;0;0;0;875;0;10,72;9,94;0;0;56,5;0;0
2020-12-29 09:51:00;1,006;0;0;0;0;0;0;0;0;930;0;10,06;9,79;0;0;54,2;0;0
2020-12-29 12:04:00;0,328;0;0;0;0;0;0;0;0;906;0;10,09;9,88;0;0;54,5;0;0
2020-12-30 09:33:00;0,291;0;0;0;0;0;0;0;0;866;0;10,29;10,16;0;0;55,6;0;0
2020-12-30 12:08:00;0,413;0;0;0;0;0;0;0;0;880;0;10,54;10,03;0;0;58,0;0;0
2020-12-31 09:31:00;0,476;0;0;0;0;0;0;0;0;826;0;11,19;10,00;0;0;62,8;0;0
2020-12-31 12:31:00;0,459;0;0;0;0;0;0;0;0;866;0;10,99;10,01;0;0;61,4;0;0
2021-01-02 09:51:00;0,432;0;0;0;0;0;0;0;0;841;0;11,09;10,10;0;0;62,0;0;0
2021-01-02 12:20:00;0,464;0;0;0;0;0;0;0;0;884;0;11,04;10,04;0;0;61,4;0;0
2021-01-03 09:34:00;0,494;0;0;0;0;0;0;0;0;865;0;10,97;9,99;0;0;61,5;0;0
2021-01-04 09:25:00;0,463;0;0;0;0;0;0;0;0;871;0;10,96;10,02;0;0;62,3;0;0
2021-01-05 09:30:00;0,129;0;0;0;0;0;0;0;0;800;0;13,11;10,34;0;0;76,3;0;0
2021-01-06 09:37:00;0,142;0;0;0;0;0;0;0;0;795;0;13,18;10,30;0;0;76,7;0;0
2021-01-07 09:37:00;0,09;0;0;0;0;0;0;0;0;834;0;13,00;10,50;0;0;75,4;0;0
2021-01-09 09:48:00;0,161;0;0;0;0;0;0;0;0;819;0;12,99;10,25;0;0;76,2;0;0
2021-01-11 09:38:00;0,185;0;0;0;0;0;0;0;0;2049;0;10,22;4,09;0;0;45,7;0;0
2021-01-11 12:10:00;0,651;0;0;0;0;0;0;0;0;934;0;10,37;10,09;0;0;55,0;0;0
2021-01-12 09:52:00;0,462;0;0;0;0;0;0;0;0;854;0;11,31;10,00;0;0;63,5;0;0
2021-01-13 09:12:00;1,592;0;0;0;0;0;0;0;0;1801;0;10,84;3,37;0;0;54,4;0;0
2021-01-13 11:51:00;0,413;0;0;0;0;0;0;0;0;862;0;11,12;10,09;0;0;62,1;0;0
2021-01-14 09:36:00;0,477;0;0;0;0;0;0;0;0;808;0;11,23;9,99;0;0;63,5;0;0
2021-01-14 11:34:00;0,365;0;0;0;0;0;0;0;0;848;0;11,10;10,06;0;0;62,4;0;0
2021-01-17 09:42:00;0,089;0;0;0;0;0;0;0;0;852;0;10,95;10,65;0;0;60,3;0;0
2021-01-17 12:09:00;0,082;0;0;0;0;0;0;0;0;871;0;10,95;10,61;0;0;59,4;0;0
2021-01-18 09:14:00;0,423;0;0;0;0;0;0;0;0;845;0;10,88;10,01;0;0;61,4;0;0
2021-01-19 09:59:00;0,347;0;0;0;0;0;0;0;0;814;0;11,14;10,08;0;0;62,9;0;0
2021-01-19 12:12:00;0,363;0;0;0;0;0;0;0;0;1697;0;10,73;9,19;0;0;57,5;0;0
2021-01-20 09:24:00;0,431;0;0;0;0;0;0;0;0;831;0;11,04;9,99;0;0;62,4;0;0
2021-01-20 11:42:00;0,404;0;0;0;0;0;0;0;0;824;0;11,02;10,00;0;0;62,4;0;0
2021-01-21 09:48:00;0,427;0;0;0;0;0;0;0;0;851;0;10,89;9,97;0;0;61,2;0;0
2021-01-24 09:56:00;0,878;0;0;0;0;0;0;0;0;864;0;9,27;10,02;0;0;46,7;0;0
2021-01-25 10:37:00;0,088;0;0;0;0;0;0;0;0;894;0;9,25;10,77;0;0;45,2;0;0
2021-01-30 10:07:00;0,959;0;0;0;0;0;0;0;0;990;0;9,76;9,75;0;0;49,0;0;0
2021-01-31 09:37:00;0,963;0;0;0;0;0;0;0;0;915;0;9,84;9,75;0;0;50,4;0;0
2021-02-01 10:16:00;0,124;0;0;0;0;0;0;0;0;918;0;9,85;10,64;0;0;48,5;0;0
2021-02-02 09:48:00;0,276;0;0;0;0;0;0;0;0;744;0;12,33;10,03;0;0;70,9;0;0
2021-02-3 09:46:00;0,478;0;0;0;0;0;0;0;0;822;0;11,00;9,87;0;0;60,4;0;0
2021-02-4 10:32:00;0,711;0;0;0;0;0;0;0;0;925;0;10,08;9,78;0;0;52,3;0;0
2021-02-6 10:50:00;0,667;0;0;0;0;0;0;0;0;958;0;9,99;9,84;0;0;51,3;0;0
2021-02-8 10:41:00;0,728;0;0;0;0;0;0;0;0;1018;0;10,06;9,83;0;0;50,8;0;0
2021-02-9 09:39:00;0,808;0;0;0;0;0;0;0;0;979;0;9,63;9,76;0;0;51,1;0;0
2021-02-10 09:32:00;0,369;0;0;0;0;0;0;0;0;923;0;10,54;10,08;0;0;57,2;0;0
2021-02-11 10:06:00;0,353;0;0;0;0;0;0;0;0;906;0;10,93;10,09;0;0;57,5;0;0
2021-02-13 10:19:00;0,566;0;0;0;0;0;0;0;0;904;0;10,80;9,90;0;0;57,8;0;0
2021-02-14 10:20:00;0,542;0;0;0;0;0;0;0;0;904;0;10,54;9,91;0;0;58,0;0;0
2021-02-15 10:16:00;0,507;0;0;0;0;0;0;0;0;976;0;9,67;10,11;0;0;47,3;0;0
2021-02-18 10:04:00;0,652;0;0;0;0;0;0;0;0;1107;0;9,39;10,08;0;0;44,5;0;0
2021-02-20 10:19:00;0,549;0;0;0;0;0;0;0;0;1024;0;9,47;10,14;0;0;45,0;0;0
2021-02-21 10:34:00;0,647;0;0;0;0;0;0;0;0;991;0;9,15;10,07;0;0;46,7;0;0
2021-02-22 10:23:00;0,566;0;0;0;0;0;0;0;0;1015;0;9,09;10,10;0;0;45,3;0;0
2021-02-23 11:39:00;1,448;0;0;0;0;0;0;0;0;1055;0;8,98;9,35;0;0;44,4;0;0
2021-02-24 09:57:00;0,256;0;0;0;0;0;0;0;0;898;0;10,47;10,32;0;0;57,0;0;0
2021-02-25 10:25:00;0,087;0;0;0;0;0;0;0;0;939;0;10,22;10,79;0;0;55,6;0;0
2021-02-27 09:42:00;1,18;0;0;0;0;0;0;0;0;938;0;9,34;9,45;0;0;50,5;0;0
2021-02-28 10:56:00;1,231;0;0;0;0;0;0;0;0;951;0;9,46;9,47;0;0;50,4;0;0
2021-03-1 10:10:00;0,569;0;0;0;0;0;0;0;0;1021;0;9,33;10,09;0;0;46,7;0;0
2021-03-2 10:36:00;0,572;0;0;0;0;0;0;0;0;1038;0;9,00;10,14;0;0;42,3;0;0
2021-03-6 10:04:00;0,573;0;0;0;0;0;0;0;0;1000;0;9,52;10,10;0;0;49,7;0;0
2021-03-7 10:17:00;0,536;0;0;0;0;0;0;0;0;915;0;10,18;10,11;0;0;55,3;0;0
2021-03-8 11:17:00;0,416;0;0;0;0;0;0;0;0;951;0;10,01;10,14;0;0;53,3;0;0
2021-03-9 11:01:00;0,457;0;0;0;0;0;0;0;0;940;0;10,07;10,15;0;0;54,6;0;0
2021-03-10 11:07:00;0,466;0;0;0;0;0;0;0;0;1013;0;9,99;10,18;0;0;52,3;0;0
2021-03-13 11:07:00;0,525;0;0;0;0;0;0;0;0;1039;0;9,85;10,12;0;0;51,2;0;0
2021-03-15 09:48:00;1,629;0;0;0;0;0;0;0;0;966;0;9,93;9,46;0;0;53,2;0;0
2021-03-16 10:09:00;0,512;0;0;0;0;0;0;0;0;985;0;10,22;10,14;0;0;54,1;0;0
2021-03-18 10:26:00;0,525;0;0;0;0;0;0;0;0;1099;0;9,89;10,20;0;0;50,8;0;0
2021-03-20 10:29:00;0,356;0;0;0;0;0;0;0;0;959;0;11,31;10,22;0;0;65,0;0;0
2021-03-21 10:34:00;0,578;0;0;0;0;0;0;0;0;1103;0;9,27;10,23;0;0;44,3;0;0
2021-03-22 10:06:00;1,002;0;0;0;0;0;0;0;0;1142;0;9,21;9,77;0;0;43,4;0;0
2021-03-23 10:22:00;0,51;0;0;0;0;0;0;0;0;1163;0;9,39;10,30;0;0;44,3;0;0
2021-03-24 10:34:00;0,527;0;0;0;0;0;0;0;0;1181;0;9,33;10,29;0;0;43,3;0;0
2021-03-28 10:18:00;0,384;0;0;0;0;0;0;0;0;1022;0;10,56;10,31;0;0;60,2;0;0
2021-03-31 10:00:00;0,29;0;0;0;0;0;0;0;0;938;0;10,64;10,30;0;0;61,2;0;0
2021-04-4 11:59:00;0,429;0;0;0;0;0;0;0;0;1030;0;10,29;10,28;0;0;57,7;0;0
2021-04-5 10:48:00;0,298;0;0;0;0;0;0;0;0;842;0;12,96;10,31;0;0;78,9;0;0
2021-04-6 10:56:00;0,304;0;0;0;0;0;0;0;0;963;0;10,63;10,30;0;0;60,0;0;0
2021-04-7 09:45:00;0,303;0;0;0;0;0;0;0;0;1000;0;10,46;10,29;0;0;59,0;0;0
2021-04-8 09:38:00;0,303;0;0;0;0;0;0;0;0;992;0;10,52;10,28;0;0;60,4;0;0
2021-04-10 10:45:00;0,166;0;0;0;0;0;0;0;0;1130;0;10,38;10,76;0;0;57,0;0;0
2021-04-11 10:10:00;0,458;0;0;0;0;0;0;0;0;1185;0;10,25;10,29;0;0;54,6;0;0
2021-04-12 10:18:00;0,488;0;0;0;0;0;0;0;0;1212;0;10,25;10,29;0;0;53,8;0;0
2021-04-13 08:37:00;0,546;0;0;0;0;0;0;0;0;1206;0;10,22;10,32;0;0;54,0;0;0
2021-04-14 08:39:00;0,405;0;0;0;0;0;0;0;0;1134;0;11,39;10,27;0;0;66,9;0;0
2021-04-15 08:34:00;0,376;0;0;0;0;0;0;0;0;1073;0;11,58;10,26;0;0;68,4;0;0
2021-04-17 08:42:00;0,191;0;0;0;0;0;0;0;0;994;0;11,75;10,47;0;0;70,7;0;0
2021-04-19 09:13:00;0,433;0;0;0;0;0;0;0;0;1145;0;10,43;10,29;0;0;57,6;0;0
2021-04-20 08:34:00;1,233;0;0;0;0;0;0;0;0;1174;0;10,34;7,71;0;0;57,6;0;0
2021-04-21 09:03:00;0,49;0;0;0;0;0;0;0;0;1186;0;10,64;10,28;0;0;58,4;0;0
2021-04-22 08:42:00;0,604;0;0;0;0;0;0;0;0;1265;0;10,44;10,19;0;0;55,6;0;0
2021-04-25 09:39:00;0,5;0;0;0;0;0;0;0;0;1303;0;10,38;10,37;0;0;54,1;0;0
2021-04-27 09:01:00;0,741;0;0;0;0;0;0;0;0;1447;0;9,88;10,29;0;0;44,5;0;0
2021-04-28 08:00:00;0,709;0;0;0;0;0;0;0;0;1371;0;10,54;10,26;0;0;53,4;0;0
2021-04-29 09:17:00;0,675;0;0;0;0;0;0;0;0;1380;0;10,35;10,32;0;0;52,6;0;0
2021-05-02 08:46:00;0,562;0;0;0;0;0;0;0;0;1368;0;10,55;10,36;0;0;53,6;0;0
2021-05-3 08:54:00;1,824;0;0;0;0;0;0;0;0;1342;0;10,39;9,46;0;0;54,4;0;0
2021-05-4 08:04:00;1,035;0;0;0;0;0;0;0;0;1348;0;10,12;9,99;0;0;52,0;0;0
2021-05-5 09:22:00;1,87;0;0;0;0;0;0;0;0;1340;0;10,18;9,36;0;0;52,4;0;0
2021-05-6 08:41:00;1,049;0;0;0;0;0;0;0;0;1413;0;10,17;9,98;0;0;50,3;0;0
2021-05-8 08:54:00;0,732;0;0;0;0;0;0;0;0;1409;0;10,18;10,28;0;0;50,1;0;0
2021-05-9 08:47:00;1,03;0;0;0;0;0;0;0;0;1472;0;10,27;10,07;0;0;49,2;0;0
2021-05-10 08:40:00;1,183;0;0;0;0;0;0;0;0;1582;0;9,94;10,04;0;0;42,7;0;0
2021-05-11 09:08:00;1,116;0;0;0;0;0;0;0;0;1642;0;10,22;10,24;0;0;42,2;0;0
2021-05-12 08:58:00;1,987;0;0;0;0;0;0;0;0;1597;0;9,96;9,52;0;0;42,0;0;0
2021-05-15 08:32:00;0,831;0;0;0;0;0;0;0;0;1567;0;9,98;10,22;0;0;43,4;0;0
2021-05-16 09:47:00;0,729;0;0;0;0;0;0;0;0;1570;0;10,03;10,35;0;0;43,6;0;0
2021-05-18 10:52:00;0,793;0;0;0;0;0;0;0;0;1677;0;10,21;10,26;0;0;41,8;0;0
2021-05-22 11:25:00;0,981;0;0;0;0;0;0;0;0;1377;0;12,21;9,75;0;0;67,3;0;0
2021-05-23 10:03:00;1,065;0;0;0;0;0;0;0;0;1400;0;12,19;9,75;0;0;66,5;0;0
2021-05-24 09:41:00;1,432;0;0;0;0;0;0;0;0;1575;0;11,08;9,64;0;0;52,2;0;0
2021-05-25 10:24:00;1,33;0;0;0;0;0;0;0;0;1585;0;10,99;9,66;0;0;52,1;0;0
2021-05-26 10:25:00;1,077;0;0;0;0;0;0;0;0;1516;0;12,25;9,78;0;0;64,2;0;0
2021-05-27 10:00:00;0,929;0;0;0;0;0;0;0;0;1328;0;12,40;9,78;0;0;70,0;0;0
2021-05-31 09:48:00;0,603;0;0;0;0;0;0;0;0;1561;0;11,56;10,32;0;0;55,9;0;0
2021-06-01 09:33:00;0,566;0;0;0;0;0;0;0;0;1532;0;11,48;10,30;0;0;56,1;0;0
2021-06-03 09:39:00;0,667;0;0;0;0;0;0;0;0;1425;0;11,02;10,17;0;0;59,4;0;0
2021-06-5 10:11:00;0,496;0;0;0;0;0;0;0;0;1418;0;11,37;10,31;0;0;60,5;0;0
2021-06-7 09:52:00;0,641;0;0;0;0;0;0;0;0;1595;0;11,39;10,32;0;0;55,1;0;0
2021-06-8 09:41:00;0,544;0;0;0;0;0;0;0;0;1455;0;11,32;10,34;0;0;58,3;0;0
2021-06-09 09:56:00;0,419;0;0;0;0;0;0;0;0;1360;0;11,49;10,38;0;0;61,0;0;0
2021-06-10 10:10:00;0,584;0;0;0;0;0;0;0;0;1429;0;10,58;10,28;0;0;52,2;0;0
2021-06-15 10:17:00;0,695;0;0;0;0;0;0;0;0;1467;0;10,73;10,30;0;0;50,8;0;0
2021-06-19 10:04:00;0,194;0;0;0;0;0;0;0;0;1113;0;12,24;10,37;0;0;74,5;0;0
2021-06-24 10:36:00;0,842;0;0;0;0;0;0;0;0;1595;0;10,64;10,11;0;0;49,4;0;0
2021-06-28 10:02:00;0,709;0;0;0;0;0;0;0;0;1692;0;10,61;10,26;0;0;46,8;0;0
2021-07-03 11:23:00;2,384;0;0;0;0;0;0;0;0;2835;0;11,65;3,81;0;0;45,3;0;0
2021-07-11 09:44:00;0,848;0;0;0;0;0;0;0;0;1694;0;10,96;10,35;0;0;50,1;0;0
2021-07-15 10:57:00;0,617;0;0;0;0;0;0;0;0;1609;0;11,87;10,41;0;0;61,6;0;0
2021-07-25 09:29:00;1,382;0;0;0;0;0;0;0;0;1658;0;11,33;9,73;0;0;56,8;0;0
2021-07-28 09:44:00;1,422;0;0;0;0;0;0;0;0;1712;0;11,61;9,79;0;0;57,5;0;0
2021-07-29 10:38:00;0,645;0;0;0;0;0;0;0;0;1691;0;11,45;9,77;0;0;56,1;0;0
2021-08-5 10:04:00;0,759;0;0;0;0;0;0;0;0;1648;0;11,20;10,32;0;0;55,5;0;0
2021-08-11 10:44:00;0,713;0;0;0;0;0;0;0;0;1733;0;11,68;10,32;0;0;57,6;0;0
2021-08-019 10:52:00;0,484;0;0;0;0;0;0;0;0;1683;0;0,27;8,24;0;0;-2,7;0;0
2021-08-29 09:56:00;0,924;0;0;0;0;0;0;0;0;1870;0;11,19;10,34;0;0;46,8;0;0
2021-09-11 12:04:00;0,659;0;0;0;0;0;0;0;0;1523;0;11,59;10,29;0;0;60,9;0;0
2021-09-14 12:48:00;1,428;0;0;0;0;0;0;0;0;1577;0;10,66;9,60;0;0;50,1;0;0
2021-09-20 10:04:00;1,17;0;0;0;0;0;0;0;0;1479;0;11,48;9,70;0;0;61,3;0;0
2021-09-28 09:05:00;0,417;0;0;0;0;0;0;0;0;1365;0;11,16;10,29;0;0;61,0;0;0
2021-10-07 09:34:00;2,12;0;0;0;0;0;0;0;0;1811;0;11,05;8,85;0;0;45,7;0;0
2021-10-10 09:34:00;0,667;0;0;0;0;0;0;0;0;1550;0;10,47;10,19;0;0;48,2;0;0
2021-10-13 10:08:00;1,045;0;0;0;0;0;0;0;0;3257;0;11,18;3,44;0;0;40,5;0;0
2021-10-20 10:33:00;1,23;0;0;0;0;0;0;0;0;1467;0;10,41;9,54;0;0;49,7;0;0
2021-10-30 09:14:00;0,334;0;0;0;0;0;0;0;0;1363;0;10,16;10,20;0;0;51,1;0;0
2021-11-25 12:45:00;0,202;0;0;0;0;0;0;0;0;1023;0;10,10;10,34;0;0;55,7;0;0
2021-12-01 10:49:00;0,32;0;0;0;0;0;0;0;0;1016;0;10,04;10,21;0;0;55,4;0;0
2021-12-08 09:47:00;0,4;0;0;0;0;0;0;0;0;912;0;9,61;10,06;0;0;53,5;0;0
2021-12-19 12:36:00;0,491;0;0;0;0;0;0;0;0;976;0;9,85;10,11;0;0;53,6;0;0
2021-12-25 08:33:00;0,252;0;0;0;0;0;0;0;0;1016;0;10,14;10,09;0;0;52,7;0;0
2022-01-17 10:41:00;0,493;0;0;0;0;0;0;0;0;1033;0;8,28;10,10;0;0;37,3;0;0
2022-01-27 09:08:00;0,46;0;0;0;0;0;0;0;0;1048;0;6,92;10,21;0;0;26,5;0;0
2022-02-3 09:22:00;0,37;0;0;0;0;0;0;0;0;894;0;7,73;10,19;0;0;36,3;0;0
2022-02-7 09:05:00;0,496;0;0;0;0;0;0;0;0;981;0;7,06;10,22;0;0;28,7;0;0
2022-03-10 09:01:00;0,481;0;0;0;0;0;0;0;0;1101;0;8,37;10,27;0;0;39,4;0;0
2022-03-14 09:10:00;0,635;0;0;0;0;0;0;0;0;1164;0;8,34;10,26;0;0;37,1;0;0
2022-03-22 10:02:00;0,943;0;0;0;0;0;0;0;0;1019;0;8,62;9,88;0;0;43,5;0;0
2022-03-22 15:07:00;0,536;0;0;0;0;0;0;0;0;1031;0;8,68;10,28;0;0;43,3;0;0
2022-03-24 10:27:00;0,707;0;0;0;0;0;0;0;0;1197;0;8,34;10,23;0;0;36,5;0;0
2022-03-24 15:16:00;2,365;0;0;0;0;0;0;0;0;2245;0;8,46;4,77;0;0;29,4;0;0
2022-03-26 06:52:00;0,716;0;0;0;0;0;0;0;0;1220;0;8,11;10,23;0;0;34,9;0;0
2022-03-26 12:57:00;0,709;0;0;0;0;0;0;0;0;1148;0;8,27;10,06;0;0;37,3;0;0
2022-03-28 09:43:00;0,736;0;0;0;0;0;0;0;0;1297;0;6,67;10,36;0;0;21,9;0;0
2022-03-28 14:59:00;2,278;0;0;0;0;0;0;0;0;2014;0;7,29;3,86;0;0;25,3;0;0
2022-03-29 10:00:00;0,526;0;0;0;0;0;0;0;0;1114;0;7,42;10,30;0;0;31,0;0;0
2022-03-29 14:47:00;0,588;0;0;0;0;0;0;0;0;1125;0;7,08;10,25;0;0;27,9;0;0
2022-03-30 09:08:00;0,727;0;0;0;0;0;0;0;0;1161;0;7,00;10,26;0;0;26,8;0;0
2022-03-30 16:20:00;2,41;0;0;0;0;0;0;0;0;2208;0;7,15;3,91;0;0;24,5;0;0
2022-03-31 09:05:00;0,885;0;0;0;0;0;0;0;0;1268;0;6,66;10,24;0;0;22,1;0;0
2022-03-31 14:34:00;0,837;0;0;0;0;0;0;0;0;1233;0;6,69;10,25;0;0;23,1;0;0
2022-04-02 07:47:00;0,683;0;0;0;0;0;0;0;0;1099;0;7,99;10,20;0;0;36,8;0;0
2022-04-02 11:24:00;2,436;0;0;0;0;0;0;0;0;2264;0;8,18;3,73;0;0;30,3;0;0
2022-04-03 07:27:00;0,538;0;0;0;0;0;0;0;0;961;0;10,13;10,09;0;0;57,6;0;0
2022-04-03 10:42:00;0,536;0;0;0;0;0;0;0;0;1011;0;10,03;10,08;0;0;55,9;0;0
2022-04-04 08:42:00;0,451;0;0;0;0;0;0;0;0;902;0;10,92;10,03;0;0;65,6;0;0
2022-04-04 11:31:00;1,973;0;0;0;0;0;0;0;0;1432;0;10,36;4,71;0;0;54,4;0;0
2022-04-6 07:55:00;0,582;0;0;0;0;0;0;0;0;1134;0;9,81;10,19;0;0;51,1;0;0
2022-04-6 10:33:00;0,601;0;0;0;0;0;0;0;0;1207;0;9,64;10,09;0;0;48,6;0;0
2022-04-7 06:20:00;0,565;0;0;0;0;0;0;0;0;1110;0;9,60;10,11;0;0;50,7;0;0
2022-04-7 10:30:00;1,738;0;0;0;0;0;0;0;0;2241;0;9,52;3,37;0;0;43,0;0;0
2022-04-18 09:00:00;0,699;0;0;0;0;0;0;0;0;1301;0;8,76;10,20;0;0;38,2;0;0
